Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2020/07/16
Anzola d'Ossola;103002;-1;0;0;2020/07/16
Arizzano;103003;-1;0;0;2020/07/16
Arola;103004;-1;0;0;2020/07/16
Aurano;103005;-1;0;0;2020/07/16
Baceno;103006;-1;0;0;2020/07/16
Bannio Anzino;103007;-1;0;0;2020/07/16
Baveno;103008;-1;0;0;2020/07/16
Bee;103009;-1;0;0;2020/07/16
Belgirate;103010;-1;0;0;2020/07/16
Beura-Cardezza;103011;-1;1;0.6800000071525574;2020/07/16
Bognanco;103012;-1;0;0;2020/07/16
Brovello-Carpugnino;103013;-1;0;0;2020/07/16
Calasca-Castiglione;103014;-1;0;0;2020/07/16
Cambiasca;103015;-1;0;0;2020/07/16
Cannero Riviera;103016;-1;0;0;2020/07/16
Cannobio;103017;-1;3;0.5899999737739563;2020/07/16
Caprezzo;103018;-1;0;0;2020/07/16
Casale Corte Cerro;103019;-1;1;0.28999999165534973;2020/07/16
Ceppo Morelli;103021;-1;0;0;2020/07/16
Cesara;103022;-1;0;0;2020/07/16
Cossogno;103023;-1;0;0;2020/07/16
Craveggia;103024;-1;0;0;2020/07/16
Crevoladossola;103025;-1;2;0.4300000071525574;2020/07/16
Crodo;103026;-1;0;0;2020/07/16
Domodossola;103028;-1;3;0.17000000178813934;2020/07/16
Druogno;103029;-1;0;0;2020/07/16
Formazza;103031;-1;0;0;2020/07/16
Germagno;103032;-1;0;0;2020/07/16
Ghiffa;103033;-1;0;0;2020/07/16
Gignese;103034;-1;0;0;2020/07/16
Gravellona Toce;103035;-1;0;0;2020/07/16
Gurro;103036;-1;0;0;2020/07/16
Intragna;103037;-1;0;0;2020/07/16
Loreglia;103038;-1;0;0;2020/07/16
Macugnaga;103039;-1;0;0;2020/07/16
Madonna del Sasso;103040;-1;1;2.4700000286102295;2020/07/16
Malesco;103041;-1;0;0;2020/07/16
Masera;103042;-1;0;0;2020/07/16
Massiola;103043;-1;0;0;2020/07/16
Mergozzo;103044;-1;0;0;2020/07/16
Miazzina;103045;-1;0;0;2020/07/16
Montecrestese;103046;-1;0;0;2020/07/16
Montescheno;103047;-1;0;0;2020/07/16
Nonio;103048;-1;0;0;2020/07/16
Oggebbio;103049;-1;0;0;2020/07/16
Omegna;103050;-1;14;0.9200000166893005;2020/07/16
Ornavasso;103051;-1;0;0;2020/07/16
Pallanzeno;103052;-1;0;0;2020/07/16
Piedimulera;103053;-1;0;0;2020/07/16
Pieve Vergonte;103054;-1;1;0.4000000059604645;2020/07/16
Premeno;103055;-1;0;0;2020/07/16
Premia;103056;-1;0;0;2020/07/16
Premosello-Chiovenda;103057;-1;12;6.179999828338623;2020/07/16
Quarna Sopra;103058;-1;0;0;2020/07/16
Quarna Sotto;103059;-1;0;0;2020/07/16
Re;103060;-1;0;0;2020/07/16
San Bernardino Verbano;103061;-1;0;0;2020/07/16
Santa Maria Maggiore;103062;-1;0;0;2020/07/16
Stresa;103064;-1;0;0;2020/07/16
Toceno;103065;-1;0;0;2020/07/16
Trarego Viggiona;103066;-1;0;0;2020/07/16
Trasquera;103067;-1;0;0;2020/07/16
Trontano;103068;-1;0;0;2020/07/16
Valstrona;103069;-1;0;0;2020/07/16
Vanzone con San Carlo;103070;-1;0;0;2020/07/16
Varzo;103071;-1;0;0;2020/07/16
Verbania;103072;-1;3;0.10000000149011612;2020/07/16
