Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2020/06/10
Anzola d'Ossola;103002;-1;0;0;2020/06/10
Arizzano;103003;-1;0;0;2020/06/10
Arola;103004;-1;0;0;2020/06/10
Aurano;103005;-1;0;0;2020/06/10
Baceno;103006;-1;0;0;2020/06/10
Bannio Anzino;103007;-1;0;0;2020/06/10
Baveno;103008;-1;0;0;2020/06/10
Bee;103009;-1;0;0;2020/06/10
Belgirate;103010;-1;1;1.9900000095367432;2020/06/10
Beura-Cardezza;103011;-1;0;0;2020/06/10
Bognanco;103012;-1;0;0;2020/06/10
Brovello-Carpugnino;103013;-1;0;0;2020/06/10
Calasca-Castiglione;103014;-1;0;0;2020/06/10
Cambiasca;103015;-1;0;0;2020/06/10
Cannero Riviera;103016;-1;0;0;2020/06/10
Cannobio;103017;-1;0;0;2020/06/10
Caprezzo;103018;-1;0;0;2020/06/10
Casale Corte Cerro;103019;-1;1;0.28999999165534973;2020/06/10
Ceppo Morelli;103021;-1;0;0;2020/06/10
Cesara;103022;-1;0;0;2020/06/10
Cossogno;103023;-1;0;0;2020/06/10
Craveggia;103024;-1;0;0;2020/06/10
Crevoladossola;103025;-1;0;0;2020/06/10
Crodo;103026;-1;0;0;2020/06/10
Domodossola;103028;-1;1;0.05999999865889549;2020/06/10
Druogno;103029;-1;0;0;2020/06/10
Formazza;103031;-1;0;0;2020/06/10
Germagno;103032;-1;0;0;2020/06/10
Ghiffa;103033;-1;1;0.41999998688697815;2020/06/10
Gignese;103034;-1;1;0.949999988079071;2020/06/10
Gravellona Toce;103035;-1;0;0;2020/06/10
Gurro;103036;-1;0;0;2020/06/10
Intragna;103037;-1;0;0;2020/06/10
Loreglia;103038;-1;0;0;2020/06/10
Macugnaga;103039;-1;0;0;2020/06/10
Madonna del Sasso;103040;-1;1;2.4700000286102295;2020/06/10
Malesco;103041;-1;0;0;2020/06/10
Masera;103042;-1;0;0;2020/06/10
Massiola;103043;-1;0;0;2020/06/10
Mergozzo;103044;-1;0;0;2020/06/10
Miazzina;103045;-1;0;0;2020/06/10
Montecrestese;103046;-1;0;0;2020/06/10
Montescheno;103047;-1;0;0;2020/06/10
Nonio;103048;-1;0;0;2020/06/10
Oggebbio;103049;-1;0;0;2020/06/10
Omegna;103050;-1;17;1.1200000047683716;2020/06/10
Ornavasso;103051;-1;1;0.28999999165534973;2020/06/10
Pallanzeno;103052;-1;0;0;2020/06/10
Piedimulera;103053;-1;0;0;2020/06/10
Pieve Vergonte;103054;-1;0;0;2020/06/10
Premeno;103055;-1;0;0;2020/06/10
Premia;103056;-1;0;0;2020/06/10
Premosello-Chiovenda;103057;-1;14;7.210000038146973;2020/06/10
Quarna Sopra;103058;-1;0;0;2020/06/10
