Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;6;14.319999694824219;2021/03/20
Anzola d'Ossola;103002;-1;1;2.4600000381469727;2021/03/20
Arizzano;103003;-1;33;16.399999618530273;2021/03/20
Arola;103004;-1;0;0;2021/03/20
Aurano;103005;-1;0;0;2021/03/20
Baceno;103006;-1;4;4.460000038146973;2021/03/20
Bannio Anzino;103007;-1;12;25.100000381469727;2021/03/20
Baveno;103008;-1;16;3.25;2021/03/20
Bee;103009;-1;2;2.6500000953674316;2021/03/20
Belgirate;103010;-1;3;5.960000038146973;2021/03/20
Beura-Cardezza;103011;-1;12;8.170000076293945;2021/03/20
Bognanco;103012;-1;4;21.280000686645508;2021/03/20
Brovello-Carpugnino;103013;-1;1;1.409999966621399;2021/03/20
Calasca-Castiglione;103014;-1;6;9.819999694824219;2021/03/20
Cambiasca;103015;-1;4;2.4600000381469727;2021/03/20
Cannero Riviera;103016;-1;1;1.100000023841858;2021/03/20
Cannobio;103017;-1;4;0.7799999713897705;2021/03/20
Caprezzo;103018;-1;0;0;2021/03/20
Casale Corte Cerro;103019;-1;7;2.0199999809265137;2021/03/20
Ceppo Morelli;103021;-1;1;3.369999885559082;2021/03/20
Cesara;103022;-1;1;1.6799999475479126;2021/03/20
Cossogno;103023;-1;0;0;2021/03/20
Craveggia;103024;-1;7;9.1899995803833;2021/03/20
Crevoladossola;103025;-1;42;9.130000114440918;2021/03/20
Crodo;103026;-1;5;3.5799999237060547;2021/03/20
Domodossola;103028;-1;155;8.539999961853027;2021/03/20
Druogno;103029;-1;15;14.100000381469727;2021/03/20
Formazza;103031;-1;1;2.259999990463257;2021/03/20
Germagno;103032;-1;1;5.260000228881836;2021/03/20
Ghiffa;103033;-1;11;4.670000076293945;2021/03/20
Gignese;103034;-1;2;1.909999966621399;2021/03/20
Gravellona Toce;103035;-1;39;4.989999771118164;2021/03/20
Gurro;103036;-1;0;0;2021/03/20
Intragna;103037;-1;1;9.260000228881836;2021/03/20
Loreglia;103038;-1;1;4.289999961853027;2021/03/20
Macugnaga;103039;-1;2;3.690000057220459;2021/03/20
Madonna del Sasso;103040;-1;7;17.280000686645508;2021/03/20
Malesco;103041;-1;12;8.699999809265137;2021/03/20
Masera;103042;-1;7;4.739999771118164;2021/03/20
Massiola;103043;-1;0;0;2021/03/20
Mergozzo;103044;-1;12;5.539999961853027;2021/03/20
Miazzina;103045;-1;0;0;2021/03/20
Montecrestese;103046;-1;4;3.140000104904175;2021/03/20
Montescheno;103047;-1;9;22.959999084472656;2021/03/20
Nonio;103048;-1;6;6.96999979019165;2021/03/20
Oggebbio;103049;-1;3;3.440000057220459;2021/03/20
Omegna;103050;-1;88;5.789999961853027;2021/03/20
Ornavasso;103051;-1;22;6.400000095367432;2021/03/20
Pallanzeno;103052;-1;8;6.96999979019165;2021/03/20
Piedimulera;103053;-1;15;9.859999656677246;2021/03/20
Pieve Vergonte;103054;-1;24;9.529999732971191;2021/03/20
Premeno;103055;-1;9;12.329999923706055;2021/03/20
Premia;103056;-1;3;5.420000076293945;2021/03/20
Premosello-Chiovenda;103057;-1;4;2.059999942779541;2021/03/20
Quarna Sopra;103058;-1;1;3.9700000286102295;2021/03/20
Quarna Sotto;103059;-1;3;7.789999961853027;2021/03/20
Re;103060;-1;11;14.949999809265137;2021/03/20
San Bernardino Verbano;103061;-1;8;6.070000171661377;2021/03/20
Santa Maria Maggiore;103062;-1;27;20.899999618530273;2021/03/20
Stresa;103064;-1;17;3.490000009536743;2021/03/20
Toceno;103065;-1;10;13.720000267028809;2021/03/20
Trarego Viggiona;103066;-1;2;4.800000190734863;2021/03/20
Trasquera;103067;-1;0;0;2021/03/20
Trontano;103068;-1;26;15.579999923706055;2021/03/20
Valstrona;103069;-1;7;5.760000228881836;2021/03/20
Vanzone con San Carlo;103070;-1;5;13.09000015258789;2021/03/20
Varzo;103071;-1;17;8.430000305175781;2021/03/20
Verbania;103072;-1;135;4.429999828338623;2021/03/20
Vignone;103074;-1;8;6.690000057220459;2021/03/20
Villadossola;103075;-1;87;13.34000015258789;2021/03/20
Villette;103076;-1;10;35.970001220703125;2021/03/20
Vogogna;103077;-1;12;6.829999923706055;2021/03/20
Borgomezzavalle;103078;-1;5;15.869999885559082;2021/03/20
Valle Cannobina;103079;-1;0;0;2021/03/20
Valdilana;096088;-1;56;5.170000076293945;2021/03/20
Quaregna Cerreto;096087;-1;9;4.409999847412109;2021/03/20
Campiglia Cervo;096086;-1;1;1.9900000095367432;2021/03/20
Lessona;096085;-1;5;1.840000033378601;2021/03/20
Zumaglia;096083;-1;1;0.9800000190734863;2021/03/20
Zubiena;096082;-1;7;6.099999904632568;2021/03/20
Zimone;096081;-1;1;2.509999990463257;2021/03/20
Viverone;096080;-1;6;4.25;2021/03/20
Villanova Biellese;096079;-1;1;5.409999847412109;2021/03/20
Villa del Bosco;096078;-1;1;2.990000009536743;2021/03/20
Vigliano Biellese;096077;-1;46;6;2021/03/20
Verrone;096076;-1;11;8.819999694824219;2021/03/20
Veglio;096075;-1;2;4.190000057220459;2021/03/20
Valle San Nicolao;096074;-1;3;3.1500000953674316;2021/03/20
Vallanzengo;096072;-1;0;0;2021/03/20
Valdengo;096071;-1;16;6.5;2021/03/20
Torrazzo;096069;-1;0;0;2021/03/20
Tollegno;096068;-1;5;2.0399999618530273;2021/03/20
Ternengo;096067;-1;2;7.139999866485596;2021/03/20
Tavigliano;096066;-1;1;1.0800000429153442;2021/03/20
Strona;096065;-1;0;0;2021/03/20
Sostegno;096064;-1;2;2.5999999046325684;2021/03/20
Sordevolo;096063;-1;4;2.9800000190734863;2021/03/20
Sandigliano;096059;-1;12;4.5;2021/03/20
Salussola;096058;-1;8;4.159999847412109;2021/03/20
Sala Biellese;096057;-1;0;0;2021/03/20
Sagliano Micca;096056;-1;1;0.6200000047683716;2021/03/20
Rosazza;096055;-1;0;0;2021/03/20
Roppolo;096054;-1;8;9.09000015258789;2021/03/20
Ronco Biellese;096053;-1;14;9.279999732971191;2021/03/20
Pray;096050;-1;4;1.8899999856948853;2021/03/20
Pralungo;096049;-1;4;1.690000057220459;2021/03/20
Portula;096048;-1;5;4.190000057220459;2021/03/20
Ponderano;096047;-1;18;4.760000228881836;2021/03/20
Pollone;096046;-1;4;1.8899999856948853;2021/03/20
Piedicavallo;096044;-1;0;0;2021/03/20
Piatto;096043;-1;12;23.809999465942383;2021/03/20
Pettinengo;096042;-1;4;2.630000114440918;2021/03/20
Occhieppo Superiore;096041;-1;7;2.5999999046325684;2021/03/20
Occhieppo Inferiore;096040;-1;11;2.819999933242798;2021/03/20
Netro;096039;-1;0;0;2021/03/20
Muzzano;096038;-1;0;0;2021/03/20
Mottalciata;096037;-1;7;5.170000076293945;2021/03/20
Mongrando;096035;-1;23;6.059999942779541;2021/03/20
Miagliano;096034;-1;1;1.75;2021/03/20
Mezzana Mortigliengo;096033;-1;2;3.990000009536743;2021/03/20
Masserano;096032;-1;7;3.3399999141693115;2021/03/20
Massazza;096031;-1;4;7.179999828338623;2021/03/20
Magnano;096030;-1;0;0;2021/03/20
Graglia;096028;-1;4;2.640000104904175;2021/03/20
Gifflenga;096027;-1;0;0;2021/03/20
Gaglianico;096026;-1;10;2.680000066757202;2021/03/20
Dorzano;096025;-1;4;7.53000020980835;2021/03/20
Donato;096024;-1;1;1.3899999856948853;2021/03/20
Curino;096023;-1;0;0;2021/03/20
Crevacuore;096021;-1;3;2;2021/03/20
Cossato;096020;-1;54;3.7200000286102295;2021/03/20
Coggiola;096019;-1;7;3.890000104904175;2021/03/20
Cerrione;096018;-1;9;3.119999885559082;2021/03/20
Cavaglià;096016;-1;27;7.449999809265137;2021/03/20
Castelletto Cervo;096015;-1;1;1.2200000286102295;2021/03/20
Casapinta;096014;-1;3;7.159999847412109;2021/03/20
Caprile;096013;-1;0;0;2021/03/20
Candelo;096012;-1;32;4.25;2021/03/20
Camburzano;096010;-1;4;3.4700000286102295;2021/03/20
Camandona;096009;-1;0;0;2021/03/20
Callabiana;096008;-1;0;0;2021/03/20
Brusnengo;096007;-1;4;1.9800000190734863;2021/03/20
Borriana;096006;-1;1;1.1399999856948853;2021/03/20
Bioglio;096005;-1;2;2.259999990463257;2021/03/20
Biella;096004;-1;155;3.5199999809265137;2021/03/20
Benna;096003;-1;11;9.390000343322754;2021/03/20
Andorno Micca;096002;-1;12;3.7799999713897705;2021/03/20
Ailoche;096001;-1;3;9.170000076293945;2021/03/20
Lu e Cuccaro Monferrato;006193;-1;0;0;2021/03/20
Alluvioni Piovera;006192;-1;6;3.450000047683716;2021/03/20
Cassano Spinola;006191;-1;7;3.880000114440918;2021/03/20
Voltaggio;006190;-1;0;0;2021/03/20
Volpeglino;006189;-1;0;0;2021/03/20
Volpedo;006188;-1;0;0;2021/03/20
Visone;006187;-1;3;2.430000066757202;2021/03/20
Villaromagnano;006186;-1;2;2.990000009536743;2021/03/20
Villanova Monferrato;006185;-1;1;0.5400000214576721;2021/03/20
Villamiroglio;006184;-1;4;13.069999694824219;2021/03/20
Villalvernia;006183;-1;5;5.610000133514404;2021/03/20
Villadeati;006182;-1;2;4.110000133514404;2021/03/20
Viguzzolo;006181;-1;6;1.940000057220459;2021/03/20
Vignole Borbera;006180;-1;4;1.9299999475479126;2021/03/20
Vignale Monferrato;006179;-1;1;1.0199999809265137;2021/03/20
Valmacca;006178;-1;1;1;2021/03/20
Valenza;006177;-1;49;2.630000114440918;2021/03/20
Trisobbio;006176;-1;3;4.420000076293945;2021/03/20
Treville;006175;-1;0;0;2021/03/20
Tortona;006174;-1;67;2.4600000381469727;2021/03/20
Ticineto;006173;-1;6;4.5;2021/03/20
Terzo;006172;-1;3;3.5299999713897705;2021/03/20
Terruggia;006171;-1;10;10.779999732971191;2021/03/20
Tassarolo;006170;-1;5;7.960000038146973;2021/03/20
Tagliolo Monferrato;006169;-1;8;5.190000057220459;2021/03/20
Strevi;006168;-1;4;2.049999952316284;2021/03/20
Stazzano;006167;-1;30;12.529999732971191;2021/03/20
Spineto Scrivia;006166;-1;1;2.7200000286102295;2021/03/20
Spigno Monferrato;006165;-1;0;0;2021/03/20
Solonghello;006164;-1;0;0;2021/03/20
Solero;006163;-1;9;5.409999847412109;2021/03/20
Silvano d'Orba;006162;-1;14;7.239999771118164;2021/03/20
Sezzadio;006161;-1;2;1.590000033378601;2021/03/20
Serravalle Scrivia;006160;-1;30;4.989999771118164;2021/03/20
Serralunga di Crea;006159;-1;1;1.8700000047683716;2021/03/20
Sarezzano;006158;-1;0;0;2021/03/20
Sardigliano;006157;-1;4;10.130000114440918;2021/03/20
Sant'Agata Fossili;006156;-1;1;2.5;2021/03/20
San Sebastiano Curone;006155;-1;0;0;2021/03/20
San Salvatore Monferrato;006154;-1;5;1.190000057220459;2021/03/20
San Giorgio Monferrato;006153;-1;3;2.4700000286102295;2021/03/20
San Cristoforo;006152;-1;5;8.619999885559082;2021/03/20
Sale;006151;-1;11;2.7200000286102295;2021/03/20
Sala Monferrato;006150;-1;5;14.970000267028809;2021/03/20
Rosignano Monferrato;006149;-1;12;7.940000057220459;2021/03/20
Rocchetta Ligure;006148;-1;0;0;2021/03/20
Rocca Grimalda;006147;-1;11;7.460000038146973;2021/03/20
Roccaforte Ligure;006146;-1;0;0;2021/03/20
Rivarone;006145;-1;0;0;2021/03/20
Rivalta Bormida;006144;-1;4;2.8499999046325684;2021/03/20
Ricaldone;006143;-1;0;0;2021/03/20
Quattordio;006142;-1;1;0.6299999952316284;2021/03/20
Quargnento;006141;-1;1;0.7099999785423279;2021/03/20
Predosa;006140;-1;12;6.079999923706055;2021/03/20
Prasco;006139;-1;2;4.070000171661377;2021/03/20
Pozzolo Formigaro;006138;-1;18;3.859999895095825;2021/03/20
Pozzol Groppo;006137;-1;1;3.440000057220459;2021/03/20
