Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;5;11.930000305175781;2020/11/20
Anzola d'Ossola;103002;-1;4;9.829999923706055;2020/11/20
Arizzano;103003;-1;25;12.430000305175781;2020/11/20
Arola;103004;-1;2;8.229999542236328;2020/11/20
Aurano;103005;-1;1;9.710000038146973;2020/11/20
Baceno;103006;-1;17;18.950000762939453;2020/11/20
Bannio Anzino;103007;-1;7;14.640000343322754;2020/11/20
Baveno;103008;-1;42;8.539999961853027;2020/11/20
Bee;103009;-1;3;3.9700000286102295;2020/11/20
Belgirate;103010;-1;3;5.960000038146973;2020/11/20
Beura-Cardezza;103011;-1;18;12.260000228881836;2020/11/20
Bognanco;103012;-1;3;15.960000038146973;2020/11/20
Brovello-Carpugnino;103013;-1;5;7.03000020980835;2020/11/20
Calasca-Castiglione;103014;-1;21;34.369998931884766;2020/11/20
Cambiasca;103015;-1;27;16.639999389648438;2020/11/20
Cannero Riviera;103016;-1;14;15.380000114440918;2020/11/20
Cannobio;103017;-1;66;12.890000343322754;2020/11/20
Caprezzo;103018;-1;3;17.75;2020/11/20
Casale Corte Cerro;103019;-1;32;9.229999542236328;2020/11/20
Ceppo Morelli;103021;-1;7;23.56999969482422;2020/11/20
Cesara;103022;-1;19;31.989999771118164;2020/11/20
Cossogno;103023;-1;9;13.25;2020/11/20
Craveggia;103024;-1;3;3.940000057220459;2020/11/20
Crevoladossola;103025;-1;61;13.260000228881836;2020/11/20
Crodo;103026;-1;17;12.15999984741211;2020/11/20
Domodossola;103028;-1;330;18.190000534057617;2020/11/20
Druogno;103029;-1;17;15.979999542236328;2020/11/20
Formazza;103031;-1;2;4.519999980926514;2020/11/20
Germagno;103032;-1;0;0;2020/11/20
Ghiffa;103033;-1;28;11.890000343322754;2020/11/20
Gignese;103034;-1;1;0.949999988079071;2020/11/20
Gravellona Toce;103035;-1;82;10.5;2020/11/20
Gurro;103036;-1;7;35.18000030517578;2020/11/20
Intragna;103037;-1;0;0;2020/11/20
Loreglia;103038;-1;2;8.579999923706055;2020/11/20
Macugnaga;103039;-1;4;7.380000114440918;2020/11/20
Madonna del Sasso;103040;-1;2;4.940000057220459;2020/11/20
Malesco;103041;-1;11;7.980000019073486;2020/11/20
Masera;103042;-1;18;12.180000305175781;2020/11/20
Massiola;103043;-1;1;7.940000057220459;2020/11/20
Mergozzo;103044;-1;23;10.619999885559082;2020/11/20
Miazzina;103045;-1;3;7.849999904632568;2020/11/20
Montecrestese;103046;-1;24;18.8700008392334;2020/11/20
Montescheno;103047;-1;4;10.199999809265137;2020/11/20
Nonio;103048;-1;11;12.779999732971191;2020/11/20
Oggebbio;103049;-1;17;19.469999313354492;2020/11/20
Omegna;103050;-1;153;10.069999694824219;2020/11/20
Ornavasso;103051;-1;26;7.570000171661377;2020/11/20
Pallanzeno;103052;-1;21;18.290000915527344;2020/11/20
Piedimulera;103053;-1;13;8.550000190734863;2020/11/20
Pieve Vergonte;103054;-1;52;20.649999618530273;2020/11/20
Premeno;103055;-1;14;19.18000030517578;2020/11/20
Premia;103056;-1;6;10.850000381469727;2020/11/20
Premosello-Chiovenda;103057;-1;27;13.90999984741211;2020/11/20
Quarna Sopra;103058;-1;3;11.899999618530273;2020/11/20
Quarna Sotto;103059;-1;2;5.190000057220459;2020/11/20
Re;103060;-1;3;4.079999923706055;2020/11/20
San Bernardino Verbano;103061;-1;5;3.7899999618530273;2020/11/20
Santa Maria Maggiore;103062;-1;11;8.510000228881836;2020/11/20
Stresa;103064;-1;40;8.210000038146973;2020/11/20
Toceno;103065;-1;7;9.600000381469727;2020/11/20
Trarego Viggiona;103066;-1;3;7.190000057220459;2020/11/20
Trasquera;103067;-1;5;28.56999969482422;2020/11/20
Trontano;103068;-1;22;13.180000305175781;2020/11/20
Valstrona;103069;-1;27;22.200000762939453;2020/11/20
Vanzone con San Carlo;103070;-1;7;18.31999969482422;2020/11/20
Varzo;103071;-1;43;21.31999969482422;2020/11/20
Verbania;103072;-1;345;11.3100004196167;2020/11/20
Vignone;103074;-1;17;14.229999542236328;2020/11/20
Villadossola;103075;-1;112;17.170000076293945;2020/11/20
Villette;103076;-1;5;17.989999771118164;2020/11/20
Vogogna;103077;-1;29;16.510000228881836;2020/11/20
Borgomezzavalle;103078;-1;5;15.869999885559082;2020/11/20
Valle Cannobina;103079;-1;5;10.3100004196167;2020/11/20
Valdilana;096088;-1;83;7.670000076293945;2020/11/20
Quaregna Cerreto;096087;-1;30;14.699999809265137;2020/11/20
Campiglia Cervo;096086;-1;1;1.9900000095367432;2020/11/20
Lessona;096085;-1;56;20.559999465942383;2020/11/20
Zumaglia;096083;-1;9;8.8100004196167;2020/11/20
Zubiena;096082;-1;11;9.579999923706055;2020/11/20
Zimone;096081;-1;1;2.509999990463257;2020/11/20
Viverone;096080;-1;9;6.380000114440918;2020/11/20
Villanova Biellese;096079;-1;0;0;2020/11/20
Villa del Bosco;096078;-1;5;14.930000305175781;2020/11/20
Vigliano Biellese;096077;-1;107;13.960000038146973;2020/11/20
Verrone;096076;-1;24;19.25;2020/11/20
Veglio;096075;-1;9;18.8700008392334;2020/11/20
Valle San Nicolao;096074;-1;13;13.670000076293945;2020/11/20
Vallanzengo;096072;-1;10;46.29999923706055;2020/11/20
Valdengo;096071;-1;29;11.779999732971191;2020/11/20
Torrazzo;096069;-1;3;14.710000038146973;2020/11/20
Tollegno;096068;-1;35;14.300000190734863;2020/11/20
Ternengo;096067;-1;4;14.289999961853027;2020/11/20
Tavigliano;096066;-1;15;16.18000030517578;2020/11/20
