Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2020/05/21
Anzola d'Ossola;103002;-1;0;0;2020/05/21
Arizzano;103003;-1;1;0.5;2020/05/21
Arola;103004;-1;0;0;2020/05/21
Aurano;103005;-1;0;0;2020/05/21
Baceno;103006;-1;0;0;2020/05/21
Bannio Anzino;103007;-1;0;0;2020/05/21
Baveno;103008;-1;1;0.20000000298023224;2020/05/21
Bee;103009;-1;0;0;2020/05/21
Belgirate;103010;-1;1;1.9900000095367432;2020/05/21
Beura-Cardezza;103011;-1;1;0.6800000071525574;2020/05/21
Bognanco;103012;-1;0;0;2020/05/21
Brovello-Carpugnino;103013;-1;0;0;2020/05/21
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2020/05/21
Cambiasca;103015;-1;2;1.2300000190734863;2020/05/21
Cannero Riviera;103016;-1;0;0;2020/05/21
Cannobio;103017;-1;0;0;2020/05/21
Caprezzo;103018;-1;0;0;2020/05/21
Casale Corte Cerro;103019;-1;3;0.8700000047683716;2020/05/21
Ceppo Morelli;103021;-1;0;0;2020/05/21
Cesara;103022;-1;0;0;2020/05/21
Cossogno;103023;-1;0;0;2020/05/21
Craveggia;103024;-1;0;0;2020/05/21
Crevoladossola;103025;-1;1;0.2199999988079071;2020/05/21
Crodo;103026;-1;0;0;2020/05/21
Domodossola;103028;-1;5;0.2800000011920929;2020/05/21
Druogno;103029;-1;1;0.9399999976158142;2020/05/21
Formazza;103031;-1;0;0;2020/05/21
Germagno;103032;-1;0;0;2020/05/21
Ghiffa;103033;-1;7;2.9700000286102295;2020/05/21
Gignese;103034;-1;1;0.949999988079071;2020/05/21
Gravellona Toce;103035;-1;5;0.6399999856948853;2020/05/21
Gurro;103036;-1;0;0;2020/05/21
Intragna;103037;-1;0;0;2020/05/21
Loreglia;103038;-1;0;0;2020/05/21
Macugnaga;103039;-1;0;0;2020/05/21
