Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;2;4.769999980926514;2021/04/01
Anzola d'Ossola;103002;-1;9;22.110000610351562;2021/04/01
Arizzano;103003;-1;10;4.96999979019165;2021/04/01
Arola;103004;-1;0;0;2021/04/01
Aurano;103005;-1;0;0;2021/04/01
Baceno;103006;-1;2;2.2300000190734863;2021/04/01
Bannio Anzino;103007;-1;8;16.739999771118164;2021/04/01
Baveno;103008;-1;17;3.4600000381469727;2021/04/01
Bee;103009;-1;1;1.3200000524520874;2021/04/01
Belgirate;103010;-1;1;1.9900000095367432;2021/04/01
Beura-Cardezza;103011;-1;10;6.809999942779541;2021/04/01
Bognanco;103012;-1;0;0;2021/04/01
Brovello-Carpugnino;103013;-1;2;2.809999942779541;2021/04/01
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2021/04/01
Cambiasca;103015;-1;5;3.0799999237060547;2021/04/01
Cannero Riviera;103016;-1;3;3.299999952316284;2021/04/01
Cannobio;103017;-1;8;1.559999942779541;2021/04/01
Caprezzo;103018;-1;0;0;2021/04/01
Casale Corte Cerro;103019;-1;12;3.4600000381469727;2021/04/01
Ceppo Morelli;103021;-1;6;20.200000762939453;2021/04/01
Cesara;103022;-1;1;1.6799999475479126;2021/04/01
Cossogno;103023;-1;0;0;2021/04/01
Craveggia;103024;-1;1;1.309999942779541;2021/04/01
Crevoladossola;103025;-1;31;6.739999771118164;2021/04/01
Crodo;103026;-1;2;1.4299999475479126;2021/04/01
Domodossola;103028;-1;155;8.539999961853027;2021/04/01
Druogno;103029;-1;11;10.34000015258789;2021/04/01
Formazza;103031;-1;1;2.259999990463257;2021/04/01
Germagno;103032;-1;1;5.260000228881836;2021/04/01
Ghiffa;103033;-1;6;2.549999952316284;2021/04/01
Gignese;103034;-1;4;3.819999933242798;2021/04/01
Gravellona Toce;103035;-1;26;3.3299999237060547;2021/04/01
Gurro;103036;-1;0;0;2021/04/01
Intragna;103037;-1;0;0;2021/04/01
Loreglia;103038;-1;2;8.579999923706055;2021/04/01
Macugnaga;103039;-1;3;5.539999961853027;2021/04/01
Madonna del Sasso;103040;-1;3;7.409999847412109;2021/04/01
Malesco;103041;-1;5;3.630000114440918;2021/04/01
Masera;103042;-1;2;1.350000023841858;2021/04/01
Massiola;103043;-1;0;0;2021/04/01
Mergozzo;103044;-1;8;3.700000047683716;2021/04/01
Miazzina;103045;-1;0;0;2021/04/01
Montecrestese;103046;-1;1;0.7900000214576721;2021/04/01
Montescheno;103047;-1;11;28.059999465942383;2021/04/01
Nonio;103048;-1;3;3.4800000190734863;2021/04/01
Oggebbio;103049;-1;11;12.600000381469727;2021/04/01
Omegna;103050;-1;105;6.909999847412109;2021/04/01
Ornavasso;103051;-1;20;5.820000171661377;2021/04/01
Pallanzeno;103052;-1;22;19.15999984741211;2021/04/01
Piedimulera;103053;-1;12;7.889999866485596;2021/04/01
Pieve Vergonte;103054;-1;15;5.960000038146973;2021/04/01
Premeno;103055;-1;9;12.329999923706055;2021/04/01
Premia;103056;-1;3;5.420000076293945;2021/04/01
Premosello-Chiovenda;103057;-1;11;5.670000076293945;2021/04/01
Quarna Sopra;103058;-1;0;0;2021/04/01
Quarna Sotto;103059;-1;5;12.989999771118164;2021/04/01
Re;103060;-1;1;1.3600000143051147;2021/04/01
San Bernardino Verbano;103061;-1;8;6.070000171661377;2021/04/01
Santa Maria Maggiore;103062;-1;11;8.510000228881836;2021/04/01
Stresa;103064;-1;19;3.9000000953674316;2021/04/01
Toceno;103065;-1;6;8.229999542236328;2021/04/01
Trarego Viggiona;103066;-1;0;0;2021/04/01
Trasquera;103067;-1;0;0;2021/04/01
Trontano;103068;-1;19;11.380000114440918;2021/04/01
Valstrona;103069;-1;7;5.760000228881836;2021/04/01
Vanzone con San Carlo;103070;-1;4;10.470000267028809;2021/04/01
Varzo;103071;-1;11;5.449999809265137;2021/04/01
Verbania;103072;-1;89;2.9200000762939453;2021/04/01
Vignone;103074;-1;3;2.509999990463257;2021/04/01
Villadossola;103075;-1;82;12.569999694824219;2021/04/01
Villette;103076;-1;4;14.390000343322754;2021/04/01
Vogogna;103077;-1;8;4.559999942779541;2021/04/01
Borgomezzavalle;103078;-1;6;19.049999237060547;2021/04/01
Valle Cannobina;103079;-1;0;0;2021/04/01
Valdilana;096088;-1;50;4.619999885559082;2021/04/01
Quaregna Cerreto;096087;-1;8;3.9200000762939453;2021/04/01
Campiglia Cervo;096086;-1;0;0;2021/04/01
Lessona;096085;-1;8;2.940000057220459;2021/04/01
Zumaglia;096083;-1;1;0.9800000190734863;2021/04/01
Zubiena;096082;-1;4;3.4800000190734863;2021/04/01
Zimone;096081;-1;1;2.509999990463257;2021/04/01
Viverone;096080;-1;13;9.210000038146973;2021/04/01
Villanova Biellese;096079;-1;0;0;2021/04/01
Villa del Bosco;096078;-1;1;2.990000009536743;2021/04/01
Vigliano Biellese;096077;-1;29;3.7799999713897705;2021/04/01
Verrone;096076;-1;12;9.619999885559082;2021/04/01
Veglio;096075;-1;0;0;2021/04/01
Valle San Nicolao;096074;-1;1;1.0499999523162842;2021/04/01
Vallanzengo;096072;-1;0;0;2021/04/01
Valdengo;096071;-1;12;4.880000114440918;2021/04/01
Torrazzo;096069;-1;0;0;2021/04/01
Tollegno;096068;-1;12;4.900000095367432;2021/04/01
Ternengo;096067;-1;0;0;2021/04/01
Tavigliano;096066;-1;2;2.1600000858306885;2021/04/01
Strona;096065;-1;4;3.740000009536743;2021/04/01
Sostegno;096064;-1;1;1.2999999523162842;2021/04/01
Sordevolo;096063;-1;4;2.9800000190734863;2021/04/01
Sandigliano;096059;-1;16;5.989999771118164;2021/04/01
Salussola;096058;-1;8;4.159999847412109;2021/04/01
Sala Biellese;096057;-1;2;3.380000114440918;2021/04/01
Sagliano Micca;096056;-1;1;0.6200000047683716;2021/04/01
Rosazza;096055;-1;0;0;2021/04/01
Roppolo;096054;-1;50;56.81999969482422;2021/04/01
Ronco Biellese;096053;-1;7;4.639999866485596;2021/04/01
Pray;096050;-1;9;4.260000228881836;2021/04/01
Pralungo;096049;-1;7;2.950000047683716;2021/04/01
Portula;096048;-1;3;2.5199999809265137;2021/04/01
Ponderano;096047;-1;20;5.289999961853027;2021/04/01
Pollone;096046;-1;8;3.7899999618530273;2021/04/01
Piedicavallo;096044;-1;0;0;2021/04/01
Piatto;096043;-1;2;3.9700000286102295;2021/04/01
Pettinengo;096042;-1;2;1.3200000524520874;2021/04/01
Occhieppo Superiore;096041;-1;13;4.829999923706055;2021/04/01
Occhieppo Inferiore;096040;-1;12;3.0799999237060547;2021/04/01
Netro;096039;-1;0;0;2021/04/01
Muzzano;096038;-1;0;0;2021/04/01
Mottalciata;096037;-1;8;5.909999847412109;2021/04/01
Mongrando;096035;-1;34;8.960000038146973;2021/04/01
Miagliano;096034;-1;1;1.75;2021/04/01
Mezzana Mortigliengo;096033;-1;2;3.990000009536743;2021/04/01
Masserano;096032;-1;8;3.819999933242798;2021/04/01
Massazza;096031;-1;8;14.359999656677246;2021/04/01
Magnano;096030;-1;0;0;2021/04/01
Graglia;096028;-1;3;1.9800000190734863;2021/04/01
Gifflenga;096027;-1;1;8.850000381469727;2021/04/01
Gaglianico;096026;-1;12;3.2100000381469727;2021/04/01
Dorzano;096025;-1;3;5.650000095367432;2021/04/01
Donato;096024;-1;1;1.3899999856948853;2021/04/01
Curino;096023;-1;0;0;2021/04/01
Crevacuore;096021;-1;7;4.670000076293945;2021/04/01
Cossato;096020;-1;43;2.9600000381469727;2021/04/01
Coggiola;096019;-1;5;2.7799999713897705;2021/04/01
Cerrione;096018;-1;12;4.170000076293945;2021/04/01
Cavaglià;096016;-1;19;5.239999771118164;2021/04/01
Castelletto Cervo;096015;-1;0;0;2021/04/01
Casapinta;096014;-1;0;0;2021/04/01
Caprile;096013;-1;0;0;2021/04/01
Candelo;096012;-1;22;2.930000066757202;2021/04/01
Camburzano;096010;-1;6;5.199999809265137;2021/04/01
Camandona;096009;-1;0;0;2021/04/01
Callabiana;096008;-1;0;0;2021/04/01
Brusnengo;096007;-1;3;1.4900000095367432;2021/04/01
Borriana;096006;-1;0;0;2021/04/01
Bioglio;096005;-1;12;13.539999961853027;2021/04/01
Biella;096004;-1;157;3.569999933242798;2021/04/01
Benna;096003;-1;6;5.119999885559082;2021/04/01
Andorno Micca;096002;-1;29;9.130000114440918;2021/04/01
Ailoche;096001;-1;1;3.059999942779541;2021/04/01
Lu e Cuccaro Monferrato;006193;-1;3;2.140000104904175;2021/04/01
Alluvioni Piovera;006192;-1;5;2.880000114440918;2021/04/01
Cassano Spinola;006191;-1;13;7.210000038146973;2021/04/01
Voltaggio;006190;-1;5;7.050000190734863;2021/04/01
Volpeglino;006189;-1;0;0;2021/04/01
Volpedo;006188;-1;1;0.8399999737739563;2021/04/01
Visone;006187;-1;2;1.6200000047683716;2021/04/01
Villaromagnano;006186;-1;2;2.990000009536743;2021/04/01
Villanova Monferrato;006185;-1;2;1.0700000524520874;2021/04/01
Villamiroglio;006184;-1;3;9.800000190734863;2021/04/01
