Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;0;0;2021/05/14
Anzola d'Ossola;103002;-1;1;2.4600000381469727;2021/05/14
Arizzano;103003;-1;1;0.5;2021/05/14
Arola;103004;-1;0;0;2021/05/14
Aurano;103005;-1;0;0;2021/05/14
Baceno;103006;-1;1;1.1100000143051147;2021/05/14
Bannio Anzino;103007;-1;1;2.0899999141693115;2021/05/14
Baveno;103008;-1;3;0.6100000143051147;2021/05/14
Bee;103009;-1;1;1.3200000524520874;2021/05/14
Belgirate;103010;-1;4;7.949999809265137;2021/05/14
Beura-Cardezza;103011;-1;4;2.7200000286102295;2021/05/14
Bognanco;103012;-1;0;0;2021/05/14
Brovello-Carpugnino;103013;-1;1;1.409999966621399;2021/05/14
Calasca-Castiglione;103014;-1;0;0;2021/05/14
Cambiasca;103015;-1;0;0;2021/05/14
Cannero Riviera;103016;-1;0;0;2021/05/14
Cannobio;103017;-1;5;0.9800000190734863;2021/05/14
Caprezzo;103018;-1;0;0;2021/05/14
Casale Corte Cerro;103019;-1;4;1.149999976158142;2021/05/14
Ceppo Morelli;103021;-1;0;0;2021/05/14
Cesara;103022;-1;1;1.6799999475479126;2021/05/14
Cossogno;103023;-1;0;0;2021/05/14
Craveggia;103024;-1;7;9.1899995803833;2021/05/14
Crevoladossola;103025;-1;34;7.389999866485596;2021/05/14
Crodo;103026;-1;8;5.71999979019165;2021/05/14
Domodossola;103028;-1;45;2.4800000190734863;2021/05/14
Druogno;103029;-1;12;11.279999732971191;2021/05/14
Formazza;103031;-1;1;2.259999990463257;2021/05/14
Germagno;103032;-1;0;0;2021/05/14
Ghiffa;103033;-1;2;0.8500000238418579;2021/05/14
Gignese;103034;-1;0;0;2021/05/14
Gravellona Toce;103035;-1;17;2.180000066757202;2021/05/14
Gurro;103036;-1;0;0;2021/05/14
Intragna;103037;-1;0;0;2021/05/14
Loreglia;103038;-1;0;0;2021/05/14
Macugnaga;103039;-1;2;3.690000057220459;2021/05/14
Madonna del Sasso;103040;-1;3;7.409999847412109;2021/05/14
Malesco;103041;-1;4;2.9000000953674316;2021/05/14
Masera;103042;-1;2;1.350000023841858;2021/05/14
Massiola;103043;-1;0;0;2021/05/14
Mergozzo;103044;-1;11;5.079999923706055;2021/05/14
Miazzina;103045;-1;0;0;2021/05/14
Montecrestese;103046;-1;8;6.289999961853027;2021/05/14
Montescheno;103047;-1;1;2.549999952316284;2021/05/14
Nonio;103048;-1;0;0;2021/05/14
Oggebbio;103049;-1;0;0;2021/05/14
Omegna;103050;-1;24;1.5800000429153442;2021/05/14
Ornavasso;103051;-1;9;2.619999885559082;2021/05/14
Pallanzeno;103052;-1;9;7.840000152587891;2021/05/14
Piedimulera;103053;-1;3;1.9700000286102295;2021/05/14
