Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;5;11.930000305175781;2020/11/24
Anzola d'Ossola;103002;-1;3;7.369999885559082;2020/11/24
Arizzano;103003;-1;31;15.40999984741211;2020/11/24
Arola;103004;-1;1;4.119999885559082;2020/11/24
Aurano;103005;-1;1;9.710000038146973;2020/11/24
Baceno;103006;-1;14;15.609999656677246;2020/11/24
Bannio Anzino;103007;-1;8;16.739999771118164;2020/11/24
Baveno;103008;-1;47;9.550000190734863;2020/11/24
Bee;103009;-1;4;5.300000190734863;2020/11/24
Belgirate;103010;-1;2;3.9800000190734863;2020/11/24
Beura-Cardezza;103011;-1;17;11.579999923706055;2020/11/24
Bognanco;103012;-1;5;26.600000381469727;2020/11/24
Brovello-Carpugnino;103013;-1;5;7.03000020980835;2020/11/24
Calasca-Castiglione;103014;-1;22;36.0099983215332;2020/11/24
Cambiasca;103015;-1;29;17.8700008392334;2020/11/24
Cannero Riviera;103016;-1;9;9.890000343322754;2020/11/24
Cannobio;103017;-1;48;9.380000114440918;2020/11/24
Caprezzo;103018;-1;3;17.75;2020/11/24
Casale Corte Cerro;103019;-1;33;9.520000457763672;2020/11/24
Ceppo Morelli;103021;-1;7;23.56999969482422;2020/11/24
Cesara;103022;-1;21;35.349998474121094;2020/11/24
Cossogno;103023;-1;7;10.3100004196167;2020/11/24
Craveggia;103024;-1;6;7.869999885559082;2020/11/24
Crevoladossola;103025;-1;61;13.260000228881836;2020/11/24
Crodo;103026;-1;24;17.170000076293945;2020/11/24
Domodossola;103028;-1;302;16.639999389648438;2020/11/24
Druogno;103029;-1;15;14.100000381469727;2020/11/24
Formazza;103031;-1;3;6.789999961853027;2020/11/24
Germagno;103032;-1;0;0;2020/11/24
Ghiffa;103033;-1;20;8.5;2020/11/24
Gignese;103034;-1;1;0.949999988079071;2020/11/24
Gravellona Toce;103035;-1;76;9.729999542236328;2020/11/24
Gurro;103036;-1;2;10.050000190734863;2020/11/24
Intragna;103037;-1;0;0;2020/11/24
Loreglia;103038;-1;2;8.579999923706055;2020/11/24
Macugnaga;103039;-1;4;7.380000114440918;2020/11/24
Madonna del Sasso;103040;-1;2;4.940000057220459;2020/11/24
Malesco;103041;-1;10;7.25;2020/11/24
Masera;103042;-1;21;14.210000038146973;2020/11/24
Massiola;103043;-1;1;7.940000057220459;2020/11/24
Mergozzo;103044;-1;27;12.470000267028809;2020/11/24
Miazzina;103045;-1;2;5.239999771118164;2020/11/24
Montecrestese;103046;-1;30;23.579999923706055;2020/11/24
Montescheno;103047;-1;3;7.650000095367432;2020/11/24
Nonio;103048;-1;8;9.289999961853027;2020/11/24
Oggebbio;103049;-1;18;20.6200008392334;2020/11/24
Omegna;103050;-1;150;9.869999885559082;2020/11/24
Ornavasso;103051;-1;21;6.110000133514404;2020/11/24
Pallanzeno;103052;-1;21;18.290000915527344;2020/11/24
Piedimulera;103053;-1;19;12.489999771118164;2020/11/24
Pieve Vergonte;103054;-1;46;18.270000457763672;2020/11/24
Premeno;103055;-1;11;15.069999694824219;2020/11/24
Premia;103056;-1;3;5.420000076293945;2020/11/24
Premosello-Chiovenda;103057;-1;31;15.970000267028809;2020/11/24
Quarna Sopra;103058;-1;2;7.940000057220459;2020/11/24
Quarna Sotto;103059;-1;2;5.190000057220459;2020/11/24
Re;103060;-1;25;33.970001220703125;2020/11/24
San Bernardino Verbano;103061;-1;7;5.309999942779541;2020/11/24
Santa Maria Maggiore;103062;-1;14;10.84000015258789;2020/11/24
Stresa;103064;-1;39;8.010000228881836;2020/11/24
Toceno;103065;-1;5;6.860000133514404;2020/11/24
Trarego Viggiona;103066;-1;5;11.989999771118164;2020/11/24
Trasquera;103067;-1;6;34.290000915527344;2020/11/24
Trontano;103068;-1;26;15.579999923706055;2020/11/24
Valstrona;103069;-1;25;20.559999465942383;2020/11/24
Vanzone con San Carlo;103070;-1;7;18.31999969482422;2020/11/24
Varzo;103071;-1;45;22.309999465942383;2020/11/24
Verbania;103072;-1;351;11.510000228881836;2020/11/24
Vignone;103074;-1;17;14.229999542236328;2020/11/24
Villadossola;103075;-1;114;17.479999542236328;2020/11/24
Villette;103076;-1;7;25.18000030517578;2020/11/24
Vogogna;103077;-1;24;13.670000076293945;2020/11/24
Borgomezzavalle;103078;-1;5;15.869999885559082;2020/11/24
Valle Cannobina;103079;-1;3;6.190000057220459;2020/11/24
Valdilana;096088;-1;90;8.3100004196167;2020/11/24
Quaregna Cerreto;096087;-1;22;10.779999732971191;2020/11/24
Campiglia Cervo;096086;-1;1;1.9900000095367432;2020/11/24
Lessona;096085;-1;55;20.190000534057617;2020/11/24
Zumaglia;096083;-1;8;7.840000152587891;2020/11/24
Zubiena;096082;-1;11;9.579999923706055;2020/11/24
Zimone;096081;-1;2;5.010000228881836;2020/11/24
Viverone;096080;-1;9;6.380000114440918;2020/11/24
Villanova Biellese;096079;-1;0;0;2020/11/24
Villa del Bosco;096078;-1;3;8.960000038146973;2020/11/24
Vigliano Biellese;096077;-1;95;12.390000343322754;2020/11/24
Verrone;096076;-1;22;17.639999389648438;2020/11/24
Veglio;096075;-1;8;16.770000457763672;2020/11/24
Valle San Nicolao;096074;-1;10;10.520000457763672;2020/11/24
Vallanzengo;096072;-1;7;32.40999984741211;2020/11/24
Valdengo;096071;-1;28;11.380000114440918;2020/11/24
Torrazzo;096069;-1;4;19.610000610351562;2020/11/24
Tollegno;096068;-1;35;14.300000190734863;2020/11/24
Ternengo;096067;-1;4;14.289999961853027;2020/11/24
Tavigliano;096066;-1;15;16.18000030517578;2020/11/24
Strona;096065;-1;12;11.210000038146973;2020/11/24
