Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;2;4.769999980926514;2021/03/29
Anzola d'Ossola;103002;-1;9;22.110000610351562;2021/03/29
Arizzano;103003;-1;10;4.96999979019165;2021/03/29
Arola;103004;-1;0;0;2021/03/29
Aurano;103005;-1;0;0;2021/03/29
Baceno;103006;-1;2;2.2300000190734863;2021/03/29
Bannio Anzino;103007;-1;10;20.920000076293945;2021/03/29
Baveno;103008;-1;19;3.859999895095825;2021/03/29
Bee;103009;-1;2;2.6500000953674316;2021/03/29
Belgirate;103010;-1;2;3.9800000190734863;2021/03/29
Beura-Cardezza;103011;-1;9;6.130000114440918;2021/03/29
Bognanco;103012;-1;0;0;2021/03/29
Brovello-Carpugnino;103013;-1;2;2.809999942779541;2021/03/29
Calasca-Castiglione;103014;-1;1;1.6399999856948853;2021/03/29
Cambiasca;103015;-1;8;4.929999828338623;2021/03/29
Cannero Riviera;103016;-1;4;4.400000095367432;2021/03/29
Cannobio;103017;-1;7;1.3700000047683716;2021/03/29
Caprezzo;103018;-1;0;0;2021/03/29
Casale Corte Cerro;103019;-1;13;3.75;2021/03/29
Ceppo Morelli;103021;-1;6;20.200000762939453;2021/03/29
Cesara;103022;-1;1;1.6799999475479126;2021/03/29
Cossogno;103023;-1;0;0;2021/03/29
Craveggia;103024;-1;2;2.619999885559082;2021/03/29
Crevoladossola;103025;-1;34;7.389999866485596;2021/03/29
Crodo;103026;-1;6;4.289999961853027;2021/03/29
Domodossola;103028;-1;149;8.210000038146973;2021/03/29
Druogno;103029;-1;13;12.220000267028809;2021/03/29
Formazza;103031;-1;1;2.259999990463257;2021/03/29
Germagno;103032;-1;0;0;2021/03/29
Ghiffa;103033;-1;10;4.25;2021/03/29
Gignese;103034;-1;1;0.949999988079071;2021/03/29
Gravellona Toce;103035;-1;31;3.9700000286102295;2021/03/29
Gurro;103036;-1;1;5.03000020980835;2021/03/29
Intragna;103037;-1;0;0;2021/03/29
Loreglia;103038;-1;0;0;2021/03/29
Macugnaga;103039;-1;0;0;2021/03/29
Madonna del Sasso;103040;-1;4;9.880000114440918;2021/03/29
Malesco;103041;-1;7;5.079999923706055;2021/03/29
Masera;103042;-1;2;1.350000023841858;2021/03/29
Massiola;103043;-1;0;0;2021/03/29
Mergozzo;103044;-1;8;3.700000047683716;2021/03/29
Miazzina;103045;-1;0;0;2021/03/29
Montecrestese;103046;-1;1;0.7900000214576721;2021/03/29
