Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;1;2.390000104904175;2021/02/11
Anzola d'Ossola;103002;-1;0;0;2021/02/11
Arizzano;103003;-1;7;3.4800000190734863;2021/02/11
Arola;103004;-1;0;0;2021/02/11
Aurano;103005;-1;0;0;2021/02/11
Baceno;103006;-1;11;12.260000228881836;2021/02/11
Bannio Anzino;103007;-1;1;2.0899999141693115;2021/02/11
Baveno;103008;-1;6;1.2200000286102295;2021/02/11
Bee;103009;-1;1;1.3200000524520874;2021/02/11
Belgirate;103010;-1;1;1.9900000095367432;2021/02/11
Beura-Cardezza;103011;-1;0;0;2021/02/11
Bognanco;103012;-1;0;0;2021/02/11
Brovello-Carpugnino;103013;-1;0;0;2021/02/11
Calasca-Castiglione;103014;-1;0;0;2021/02/11
Cambiasca;103015;-1;2;1.2300000190734863;2021/02/11
Cannero Riviera;103016;-1;0;0;2021/02/11
Cannobio;103017;-1;10;1.9500000476837158;2021/02/11
Caprezzo;103018;-1;1;5.920000076293945;2021/02/11
Casale Corte Cerro;103019;-1;20;5.769999980926514;2021/02/11
Ceppo Morelli;103021;-1;0;0;2021/02/11
Cesara;103022;-1;0;0;2021/02/11
Cossogno;103023;-1;0;0;2021/02/11
Craveggia;103024;-1;2;2.619999885559082;2021/02/11
Crevoladossola;103025;-1;17;3.700000047683716;2021/02/11
Crodo;103026;-1;1;0.7200000286102295;2021/02/11
Domodossola;103028;-1;44;2.4200000762939453;2021/02/11
Druogno;103029;-1;1;0.9399999976158142;2021/02/11
Formazza;103031;-1;0;0;2021/02/11
Germagno;103032;-1;0;0;2021/02/11
Ghiffa;103033;-1;8;3.4000000953674316;2021/02/11
Gignese;103034;-1;2;1.909999966621399;2021/02/11
Gravellona Toce;103035;-1;19;2.430000066757202;2021/02/11
Gurro;103036;-1;0;0;2021/02/11
Intragna;103037;-1;0;0;2021/02/11
Loreglia;103038;-1;0;0;2021/02/11
Macugnaga;103039;-1;0;0;2021/02/11
Madonna del Sasso;103040;-1;0;0;2021/02/11
Malesco;103041;-1;1;0.7300000190734863;2021/02/11
Masera;103042;-1;3;2.0299999713897705;2021/02/11
Massiola;103043;-1;1;7.940000057220459;2021/02/11
Mergozzo;103044;-1;11;5.079999923706055;2021/02/11
Miazzina;103045;-1;4;10.470000267028809;2021/02/11
Montecrestese;103046;-1;1;0.7900000214576721;2021/02/11
Montescheno;103047;-1;0;0;2021/02/11
Nonio;103048;-1;1;1.159999966621399;2021/02/11
Oggebbio;103049;-1;1;1.149999976158142;2021/02/11
Omegna;103050;-1;40;2.630000114440918;2021/02/11
Ornavasso;103051;-1;5;1.4600000381469727;2021/02/11
Pallanzeno;103052;-1;6;5.230000019073486;2021/02/11
Piedimulera;103053;-1;5;3.2899999618530273;2021/02/11
Pieve Vergonte;103054;-1;9;3.569999933242798;2021/02/11
Premeno;103055;-1;0;0;2021/02/11
Premia;103056;-1;0;0;2021/02/11
Premosello-Chiovenda;103057;-1;5;2.5799999237060547;2021/02/11
Quarna Sopra;103058;-1;0;0;2021/02/11
Quarna Sotto;103059;-1;0;0;2021/02/11
Re;103060;-1;2;2.7200000286102295;2021/02/11
San Bernardino Verbano;103061;-1;1;0.7599999904632568;2021/02/11
Santa Maria Maggiore;103062;-1;2;1.5499999523162842;2021/02/11
Stresa;103064;-1;17;3.490000009536743;2021/02/11
Toceno;103065;-1;3;4.119999885559082;2021/02/11
Trarego Viggiona;103066;-1;5;11.989999771118164;2021/02/11
Trasquera;103067;-1;0;0;2021/02/11
Trontano;103068;-1;8;4.789999961853027;2021/02/11
Valstrona;103069;-1;2;1.6399999856948853;2021/02/11
Vanzone con San Carlo;103070;-1;0;0;2021/02/11
Varzo;103071;-1;2;0.9900000095367432;2021/02/11
Verbania;103072;-1;103;3.380000114440918;2021/02/11
Vignone;103074;-1;4;3.3499999046325684;2021/02/11
Villadossola;103075;-1;18;2.759999990463257;2021/02/11
Villette;103076;-1;1;3.5999999046325684;2021/02/11
Vogogna;103077;-1;2;1.1399999856948853;2021/02/11
Borgomezzavalle;103078;-1;0;0;2021/02/11
Valle Cannobina;103079;-1;0;0;2021/02/11
Valdilana;096088;-1;14;1.2899999618530273;2021/02/11
Quaregna Cerreto;096087;-1;7;3.430000066757202;2021/02/11
Campiglia Cervo;096086;-1;0;0;2021/02/11
Lessona;096085;-1;6;2.200000047683716;2021/02/11
Zumaglia;096083;-1;5;4.900000095367432;2021/02/11
Zubiena;096082;-1;3;2.609999895095825;2021/02/11
Zimone;096081;-1;0;0;2021/02/11
Viverone;096080;-1;3;2.130000114440918;2021/02/11
Villanova Biellese;096079;-1;0;0;2021/02/11
Villa del Bosco;096078;-1;2;5.96999979019165;2021/02/11
Vigliano Biellese;096077;-1;25;3.259999990463257;2021/02/11
Verrone;096076;-1;3;2.4100000858306885;2021/02/11
Veglio;096075;-1;0;0;2021/02/11
Valle San Nicolao;096074;-1;0;0;2021/02/11
Vallanzengo;096072;-1;1;4.630000114440918;2021/02/11
Valdengo;096071;-1;3;1.2200000286102295;2021/02/11
Torrazzo;096069;-1;0;0;2021/02/11
Tollegno;096068;-1;3;1.2300000190734863;2021/02/11
Ternengo;096067;-1;0;0;2021/02/11
Tavigliano;096066;-1;0;0;2021/02/11
Strona;096065;-1;0;0;2021/02/11
