Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;1;2.390000104904175;2021/04/08
Anzola d'Ossola;103002;-1;3;7.369999885559082;2021/04/08
Arizzano;103003;-1;6;2.9800000190734863;2021/04/08
Arola;103004;-1;1;4.119999885559082;2021/04/08
Aurano;103005;-1;0;0;2021/04/08
Baceno;103006;-1;1;1.1100000143051147;2021/04/08
Bannio Anzino;103007;-1;5;10.460000038146973;2021/04/08
Baveno;103008;-1;16;3.25;2021/04/08
Bee;103009;-1;3;3.9700000286102295;2021/04/08
Belgirate;103010;-1;1;1.9900000095367432;2021/04/08
Beura-Cardezza;103011;-1;5;3.4100000858306885;2021/04/08
Bognanco;103012;-1;0;0;2021/04/08
Brovello-Carpugnino;103013;-1;3;4.21999979019165;2021/04/08
Calasca-Castiglione;103014;-1;2;3.2699999809265137;2021/04/08
Cambiasca;103015;-1;5;3.0799999237060547;2021/04/08
Cannero Riviera;103016;-1;2;2.200000047683716;2021/04/08
Cannobio;103017;-1;17;3.319999933242798;2021/04/08
Caprezzo;103018;-1;0;0;2021/04/08
Casale Corte Cerro;103019;-1;14;4.039999961853027;2021/04/08
Ceppo Morelli;103021;-1;3;10.100000381469727;2021/04/08
Cesara;103022;-1;1;1.6799999475479126;2021/04/08
Cossogno;103023;-1;2;2.950000047683716;2021/04/08
Craveggia;103024;-1;1;1.309999942779541;2021/04/08
Crevoladossola;103025;-1;29;6.300000190734863;2021/04/08
Crodo;103026;-1;6;4.289999961853027;2021/04/08
Domodossola;103028;-1;124;6.829999923706055;2021/04/08
Druogno;103029;-1;7;6.579999923706055;2021/04/08
Formazza;103031;-1;1;2.259999990463257;2021/04/08
Germagno;103032;-1;1;5.260000228881836;2021/04/08
Ghiffa;103033;-1;8;3.4000000953674316;2021/04/08
Gignese;103034;-1;6;5.730000019073486;2021/04/08
Gravellona Toce;103035;-1;24;3.069999933242798;2021/04/08
Gurro;103036;-1;0;0;2021/04/08
Intragna;103037;-1;0;0;2021/04/08
Loreglia;103038;-1;5;21.459999084472656;2021/04/08
Macugnaga;103039;-1;2;3.690000057220459;2021/04/08
Madonna del Sasso;103040;-1;2;4.940000057220459;2021/04/08
Malesco;103041;-1;1;0.7300000190734863;2021/04/08
Masera;103042;-1;1;0.6800000071525574;2021/04/08
Massiola;103043;-1;0;0;2021/04/08
Mergozzo;103044;-1;5;2.309999942779541;2021/04/08
Miazzina;103045;-1;0;0;2021/04/08
Montecrestese;103046;-1;0;0;2021/04/08
Montescheno;103047;-1;6;15.3100004196167;2021/04/08
Nonio;103048;-1;2;2.319999933242798;2021/04/08
Oggebbio;103049;-1;10;11.449999809265137;2021/04/08
Omegna;103050;-1;86;5.659999847412109;2021/04/08
Ornavasso;103051;-1;14;4.079999923706055;2021/04/08
Pallanzeno;103052;-1;18;15.680000305175781;2021/04/08
Piedimulera;103053;-1;11;7.230000019073486;2021/04/08
Pieve Vergonte;103054;-1;20;7.940000057220459;2021/04/08
Premeno;103055;-1;5;6.849999904632568;2021/04/08
Premia;103056;-1;4;7.230000019073486;2021/04/08
Premosello-Chiovenda;103057;-1;9;4.639999866485596;2021/04/08
Quarna Sopra;103058;-1;0;0;2021/04/08
Quarna Sotto;103059;-1;3;7.789999961853027;2021/04/08
Re;103060;-1;1;1.3600000143051147;2021/04/08
San Bernardino Verbano;103061;-1;4;3.0299999713897705;2021/04/08
Santa Maria Maggiore;103062;-1;8;6.190000057220459;2021/04/08
Stresa;103064;-1;14;2.869999885559082;2021/04/08
Toceno;103065;-1;4;5.489999771118164;2021/04/08
Trarego Viggiona;103066;-1;0;0;2021/04/08
Trasquera;103067;-1;0;0;2021/04/08
Trontano;103068;-1;16;9.59000015258789;2021/04/08
