Comune;Codice ISTAT;Abitanti;Positivi;Rapporto;Data
Antrona Schieranco;103001;-1;1;2.390000104904175;2020/10/27
Anzola d'Ossola;103002;-1;0;0;2020/10/27
Arizzano;103003;-1;11;5.46999979019165;2020/10/27
Arola;103004;-1;0;0;2020/10/27
Aurano;103005;-1;0;0;2020/10/27
Baceno;103006;-1;7;7.800000190734863;2020/10/27
Bannio Anzino;103007;-1;0;0;2020/10/27
Baveno;103008;-1;28;5.690000057220459;2020/10/27
Bee;103009;-1;2;2.6500000953674316;2020/10/27
Belgirate;103010;-1;3;5.960000038146973;2020/10/27
Beura-Cardezza;103011;-1;3;2.0399999618530273;2020/10/27
Bognanco;103012;-1;1;5.320000171661377;2020/10/27
Brovello-Carpugnino;103013;-1;0;0;2020/10/27
Calasca-Castiglione;103014;-1;2;3.2699999809265137;2020/10/27
Cambiasca;103015;-1;1;0.6200000047683716;2020/10/27
Cannero Riviera;103016;-1;1;1.100000023841858;2020/10/27
Cannobio;103017;-1;8;1.559999942779541;2020/10/27
Caprezzo;103018;-1;0;0;2020/10/27
Casale Corte Cerro;103019;-1;5;1.440000057220459;2020/10/27
Ceppo Morelli;103021;-1;0;0;2020/10/27
Cesara;103022;-1;4;6.730000019073486;2020/10/27
Cossogno;103023;-1;2;2.950000047683716;2020/10/27
Craveggia;103024;-1;0;0;2020/10/27
Crevoladossola;103025;-1;34;7.389999866485596;2020/10/27
Crodo;103026;-1;9;6.440000057220459;2020/10/27
Domodossola;103028;-1;63;3.4700000286102295;2020/10/27
Druogno;103029;-1;7;6.579999923706055;2020/10/27
Formazza;103031;-1;3;6.789999961853027;2020/10/27
Germagno;103032;-1;0;0;2020/10/27
Ghiffa;103033;-1;3;1.2699999809265137;2020/10/27
Gignese;103034;-1;2;1.909999966621399;2020/10/27
Gravellona Toce;103035;-1;17;2.180000066757202;2020/10/27
Gurro;103036;-1;0;0;2020/10/27
Intragna;103037;-1;0;0;2020/10/27
Loreglia;103038;-1;0;0;2020/10/27
Macugnaga;103039;-1;3;5.539999961853027;2020/10/27
Madonna del Sasso;103040;-1;2;4.940000057220459;2020/10/27
Malesco;103041;-1;2;1.4500000476837158;2020/10/27
Masera;103042;-1;4;2.7100000381469727;2020/10/27
Massiola;103043;-1;0;0;2020/10/27
Mergozzo;103044;-1;4;1.850000023841858;2020/10/27
Miazzina;103045;-1;0;0;2020/10/27
Montecrestese;103046;-1;2;1.5700000524520874;2020/10/27
